610	95
638	101
648	96
638	93
617	104
634	93
623	96
613	96
587	102
640	94
606	95
623	99
621	93
597	95
609	95
613	93
609	93
641	94
633	95
606	94
604	93
614	99
605	91
611	93
610	97
621	93
618	97
612	97
601	94
610	92
613	101
629	94
642	98
605	96
618	97
578	98
621	95
603	96
610	96
599	95
630	96
604	98
616	99
624	97
612	94
654	99
630	106
607	92
629	93
623	98
